id,type2,fname,cname,sname,rname,fplv,fcname,fspt,fename,rdate,fskl,energy,cenergy,cpower
TB1-086,BATTLE,Hero Combination Tupper,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],5000,Tupper,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"May 25,2018","**[Auto]**  When you play this card, look at up to 3 cards from the top of your deck, choose up to 1 Universe 11 among them and add it to your hand. Then, shuffle your deck.",1((Y)),0,5000
TB1-087,BATTLE,Hero Combination Zoiray,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],5000,Zoiray,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"May 25,2018","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card)
**[Permanent]**  If another Universe 11 is in play in your Battle Area, this card is not KO-ed in battle once per turn.",2((Y)),0,5000
TB1-088,BATTLE,Ki Bomb Support Cocotte,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],12000,Cocotte ,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"May 25,2018","**[Super Combo]**  (You can only include up to 4 cards with **[Super Combo]**  in your deck)
**[Auto]**  When you combo with this card, if your Leader is Universe 11 and you have 5 or less life, draw 1 card and this card gains +10000 combo power for the duration of the turn.",2((Y)(Y)),0,0
TB1-088_PR,BATTLE,Ki Bomb Support Cocotte,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],12000,Cocotte ,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"October 20,2018","**[Super Combo]**  (You can only include up to 4 cards with **[Super Combo]**  in your deck)
**[Auto]**  When you combo with this card, if your Leader is Universe 11 and you have 5 or less life, draw 1 card and this card gains +10000 combo power for the duration of the turn.",2((Y)(Y)),0,0
TB1-089,BATTLE,Hero Combination Kettol,Yellow,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],15000,Kettol,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"May 25,2018","**[Barrier]**  (This card can't be chosen by the skills of your opponent's cards)
**[Permanent]**  If there are 2 or more Universe 11 other than this card in play in your Battle Area, this card gains +5000 power and **[Double Strike]** . (This card inflicts 2 damage instead of 1 when attacking)",3((Y)(Y)),0,5000
TB1-090,BATTLE,Hand Strike Kahseral,Yellow,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],20000,Kahseral,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"May 25,2018","**[Dual Attack]**  (Once per turn, when this card attacks, switch this card to Active Mode after the battle)
**[Auto]**  When you play this card, if another Universe 11 is in play in your Battle Area, choose up to 1 of your opponent's energy in Rest Mode. That card cannot be switched to Active Mode until the beginning of your next turn.",4((Y)(Y)),0,5000
TB1-091,BATTLE,Protean Being Majikayo,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],15000,Majikayo,Alien/Universe 3,Universe Survival Saga,"May 25,2018","**[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand)",2((Y)(Y)),0,5000
TB1-092,BATTLE,Super Reaction Narirama,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],10000,Narirama,Alien/Universe 3,Universe Survival Saga,"May 25,2018","**[Auto]**  When you play this card, draw 1 card.",2((Y)),0,5000
TB1-092_BD,BATTLE,Super Reaction Narirama,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],10000,Narirama,Alien/Universe 3,Universe Survival Saga,"May 25,2018","**[Auto]**  When you play this card, draw 1 card.",2((Y)),0,5000
TB1-093,BATTLE,Cyborg Warrior Nigrisshi,Yellow,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],15000,Nigrisshi,Alien/Universe 3,Universe Survival Saga,"May 25,2018",**[Activate Main]**  **[Once per turn]**  Choose 1 of your opponent's Battle Cards with an energy cost of 4 or less and switch it to Rest Mode.,3((Y)(Y)),0,5000
TB1-094,BATTLE,Katopesla,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],10000,Katopesla,Alien/Universe 3,Universe Survival Saga,"May 25,2018",-,1((Y)),0,5000
DB2-001,BATTLE,"SSB Kaio-Ken Son Goku, Concentrated Destruction",Red,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],15000,Son Goku,Saiyan/Universe 7,Universe Survival Saga,"March 27, 2020","**[Deflect]** 
**[Auto]**  When you play this card from your hand, choose all of your opponent's Battle Cards with 20000 power or less and KO them.
**[Activate Main]** **[]** **[]** , if your Leader Card is red and you place this card from your hand in your Drop Area : Choose 1 of your opponent's Battle Cards, ignoring **[Barrier]** , and it gets -25000 power for the turn.",3(********),0,5000
DB2-002,BATTLE,"Ultra Instinct Son Goku, Monumental Presence",Red,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],20000,Son Goku,Saiyan/Universe 7,Universe Survival Saga,"March 27, 2020","**[Critical]** 
**[Activate Main]** (R)(R), if you have 2 or more skill-less Battle Cards with an original power of 10000 in play, and you don't have a copy of this card in play : Play this card from your hand, and you can't play another copy of this card for the turn.
**[Auto]**  When you play this card from your hand, choose up to 1 of your opponent's Battle Cards with 20000 power or less, ignoring **[Barrier]** , and KO it.",4(****),0,5000
DB2-003,BATTLE,"Tien Shinhan, Unwavering Anchor",Red,DRAFT BOX 05-Divine Multiverse-,Common[C],15000,Tien Shinhan,Earthling/Universe 7,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you combo this card with a skill-less Battle Card with 10000 power, you may choose that card and switch it to Active Mode.",2((R)),0,5000
DB2-004,BATTLE,"Piccolo, Namekian Fortification",Red,DRAFT BOX 05-Divine Multiverse-,Common[C],5000,Piccolo,Namekian/God/Universe 7,Universe Survival Saga,"March 27, 2020","**[Auto]**  Choose 1 card in your life and add it to your hand : When this card attacks, switch this card to Active Mode, then it gets +10000 power and can't attack for the turn.",1((R)),0,5000
DB2-005,BATTLE,"Android 17, Rebel Reinforcements",Red,DRAFT BOX 05-Divine Multiverse-,Rare[R],15000,Android 17,Android/Universe 7,Universe Survival Saga,"March 27, 2020","**[Counter Attack]**  Negate the attack, play this card, then choose up to 1 red Battle Card with an energy cost of 1 in your Drop Area and play it.",2((R)),0,5000
DB2-006,BATTLE,"Majin Buu, Cheerful Demon",Red,DRAFT BOX 05-Divine Multiverse-,Common[C],35000,Majin Buu,Majin/Universe 7,Universe Survival Saga,"March 27, 2020",**[Permanent]**  This card is played in Rest Mode from all areas.,3((R)(R)),0,5000
DB2-007,BATTLE,"Frieza, Imperial Inspiration",Red,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],20000,Frieza,Frieza Clan/Universe 7,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you combo with this card, choose up to 1 of your Leader Cards or Battle Cards and it gains **[Critical]**  for the battle.",4((R)),1,5000
DB2-008,BATTLE,"Frieza, Double-Edged Sword",Red,DRAFT BOX 05-Divine Multiverse-,Common[C],20000,Frieza,Frieza Clan/Universe 7,Universe Survival Saga,"March 27, 2020","**[Permanent]**  This card can't be played from any area by card skills except its own.
**[Activate Main]** **[four]** , choose 1 of your Battle Cards and 1 of your opponent's Battle Cards : The chosen cards get -25000 power for the turn, then play this card from your hand.
**[Activate Main]**  Choose 1 Universe 7 card in your hand and place it in your Drop Area : Add this card from your Drop Area to your hand.",5((R)),0,5000
DB2-009,BATTLE,Worthy Warrior Kefla,Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],5000,Kefla,Saiyan/Alien/Universe 6,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, look at up to 7 cards from the top of your deck, choose up to 2 skill-less Battle Cards with an energy cost of 1 among them, add them to your hand, then shuffle your deck.",1((R)),0,5000
DB2-010,BATTLE,"Anato, Gentle Supremacy",Red,DRAFT BOX 05-Divine Multiverse-,Rare[R],5000,Anato,God/Universe 1,Universe Survival Saga,"March 27, 2020","**[Auto]**  Choose 2 red cards in your hand and place them in your Drop Area : When you play this card, choose any number of Battle Cards with 20000 power or less with energy costs that add up to a total of 4 or less and KO them.
**[Auto]**  When you KO 2 or more of your opponent's Battle Cards with this card's skill, draw 1 card.",1((R)),0,5000
DB2-011,BATTLE,"Ganos, Bird of Prey",Red,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],30000,Ganos,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Double Strike]** 
**[Deflect]** 
**[Auto]**  This card gets -15000 power for the turn : When one of your opponent's cards attacks, negate the attack.
**[Activate Main]**  Choose 2 skill-less Battle Cards in your Drop Area and remove them from the game : Switch this card to Active Mode.",5((R)(R)),1,10000
DB2-012,BATTLE,Ganos,Red,DRAFT BOX 05-Divine Multiverse-,Common[C],10000,Ganos,Alien/Universe 4,Universe Survival Saga,"March 27, 2020",-,1((R)),0,5000
DB2-013,BATTLE,"Kuru, Proud Supremacy",Red,DRAFT BOX 05-Divine Multiverse-,Common[C],5000,Kuru,God/Universe 4,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, choose up to 2 skill-less Battle Cards in your Drop Area with an energy cost of 1 and add them to your hand.",1((R)),0,5000
DB2-014,BATTLE,Caway,Red,DRAFT BOX 05-Divine Multiverse-,Common[C],10000,Caway,Alien/Universe 4,Universe Survival Saga,"March 27, 2020",-,1((R)),0,5000
DB2-015,BATTLE,"Dercori, the Unstoppable Shadow",Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],5000,Dercori,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, choose up to 1 of your opponent's Battle Cards with 10000 power or less and KO it.",1((R)),0,5000
DB2-016,BATTLE,Feral Strike Shosa,Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Shosa,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, choose up to 1 skill-less Battle Card with an energy cost of 1 in your Drop Area, play it, and this card gains **[Critical]**  for the turn.",2((R)),0,5000
DB2-017,BATTLE,"Monna, the Confidence Booster",Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Monna,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Auto]** **[Burst 2]**  When you play this card, choose up to 2 of your skill-less Battle Cards and they get +5000 power until the end of your opponent's next turn.",2((R)),0,5000
DB2-018,BATTLE,Burly Brawler Nink,Red,DRAFT BOX 05-Divine Multiverse-,Common[C],10000,Nink,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Permanent]**  During your turn, this card gets +5000 power and can attack Battle Cards in Active Mode.
**[Auto]**  When this card is KO'd, choose up to 1 skill-less Battle Card with an energy cost of 1 in your Drop Area and play it.",2((R)),0,5000
DB2-019,BATTLE,"Majora, Unseeing Aid",Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Majora,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Deflect]** 
**[Activate Main]** **[Once per turn]**  Choose up to 2 skill-less Battle Cards with an energy cost of 1 in your Drop Area or Warp and play them.",3((R)),0,5000
DB2-020,BATTLE,Mirage Maker Shantza,Red,DRAFT BOX 05-Divine Multiverse-,Rare[R],5000,Shantza,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Barrier]** 
**[Permanent]**  Only 1 copy of this card can be played in your Battle Area.
**[Activate Main]** **[Once per turn]**  Switch this card to Rest Mode : Choose all of your red Battle Cards with an energy cost of 1 and switch them to Active Mode.",2((R)(R)),0,5000
DB2-021,BATTLE,Stealth Silhouette Gamisaras,Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],4000,Gamisaras,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Activate Main]** **[Once per turn]**  Choose 1 Battle Card with an energy cost of 1 from your deck, place it in your Drop Area, then shuffle your deck : Choose one-
Choose up to 1 of your Battle Cards and it gets +5000 power for the turn.
Choose up to 1 of your opponent's Battle Cards and it gets -5000 power for the turn. ",1((R)),0,5000
DB2-022,BATTLE,"Damon, Might of Many",Red,DRAFT BOX 05-Divine Multiverse-,Common[C],4000,Damon,Alien/Universe 4,Universe Survival Saga,"March 27, 2020","**[Auto]**  When this card is KO'd, draw 1 card.
**[Activate Main]** **[Once per turn]**  If you have a skill-less Battle Card with an energy cost of 1 in play : This card gets +11000 power for the turn.",1((R)),0,5000
DB2-023,BATTLE,"Jiren, the All-Seeing",Red,DRAFT BOX 05-Divine Multiverse-,Rare[R],20000,Jiren,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"March 27, 2020","**[Double Strike]** 
**[Auto]** **[Once per turn]**  When your opponent plays a Battle Card, choose up to 1 of your opponent's Battle Cards and it gets -10000 power for the turn.
**[Auto]**  When one of your opponent's cards attacks, you may choose that card and it gets -10000 power for the turn.",4((R)),0,5000
DB2-024,BATTLE,"Kunshi, Threaded Manipulation",Red,DRAFT BOX 05-Divine Multiverse-,Rare[R],4000,Kunshi,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, draw 1 card, then choose up to 1 of your opponent's Battle Cards and it gets -4000 power for the turn.",1((R)),0,5000
DB2-025,BATTLE,Bear Hug Tupper,Red,DRAFT BOX 05-Divine Multiverse-,Common[C],5000,Tupper,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"March 27, 2020","**[Auto]**  Choose 1 card in your life and place it in your Drop Area : When you play this card, choose up to 1 of your opponent's Battle Cards and it gets -15000 power for the turn.",1((R)),0,5000
DB2-026,BATTLE,Pride Collective Zoiray,Red,DRAFT BOX 05-Divine Multiverse-,Common[C],4000,Zoiray,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"March 27, 2020","**[Blocker]** 
**[Auto]**  When this card is removed from your Battle Area by an opponent's skill, draw 1 card.",1((R)),0,5000
DB2-027,BATTLE,Pride Collective Cocotte,Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Cocotte ,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, choose up to 1 Universe 11 card with an energy cost of 1 from your deck, play it with its skills negated for the turn, then shuffle your deck.",2((R)),0,5000
DB2-028,BATTLE,Pride Collective Kettol,Red,DRAFT BOX 05-Divine Multiverse-,Rare[R],1000,Kettol,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, draw 1 card.
**[Activate Main]**  If your Leader Card is red and you send this card from your Drop Area to your Warp : Choose up to 2 skill-less Battle Cards with an energy cost of 1 from your deck and place them in your Drop Area.",1((R)),0,5000
DB2-034,BATTLE,"Master Roshi, Maximum Muscle",Blue,DRAFT BOX 05-Divine Multiverse-,Rare[R],25000,Master Roshi,Earthling/Universe 7,Universe Survival Saga,"March 27, 2020","**[Critical]** 
**[Dual Attack]** 
**[Barrier]** 
**[Auto]**  When you play this card, choose up to 2 of your opponent's Battle Cards and place them at the bottom of their owners' decks.
**[Auto]**  At the end of your turn, draw 1 card.",6((U)(U)),1,10000
DB2-035,BATTLE,"Master Roshi, Still Got It",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],10000,Master Roshi,Earthling/Universe 7,Universe Survival Saga,"March 27, 2020",**[Activate Main]** **[Once per turn]**  Choose 1 blue card in your hand and place it in your Drop Area : Draw 1 card and this card gets +5000 power until the end of your opponent's next turn.,2((U)),0,5000
DB2-036,BATTLE,"Android 17, Turning the Tide",Blue,DRAFT BOX 05-Divine Multiverse-,Rare[R],30000,Android 17,Android/Universe 7,Universe Survival Saga,"March 27, 2020","**[Critical]** 
**[Deflect]** 
**[Auto]**  When you play this card, choose all cards in your hand and your opponent's hand, and all Battle Cards in your opponent's Drop Area, and shuffle them into their owners' decks.",7((U)(U)(U)),1,10000
DB2-037,BATTLE,"Android 18, Neverending Energy",Blue,DRAFT BOX 05-Divine Multiverse-,Rare[R],20000,Android 18,Android/Universe 7,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, draw 2 cards.",3((U)),0,5000
DB2-038,BATTLE,Energetic Outburst Kale,Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Kale,Saiyan/Alien/Universe 6,Universe Survival Saga,"March 27, 2020","**[Auto]**  When this card attacks, activate this skill. At the start of your opponent's next Main Phase, choose up to 1 of your blue energy and switch it to Active Mode.",2((U)),0,5000
DB2-039,BATTLE,Energetic Frenzy Kefla,Blue,DRAFT BOX 05-Divine Multiverse-,Rare[R],25000,Kefla,Saiyan/Alien/Universe 6,Universe Survival Saga,"March 27, 2020","**[Permanent]**  Only 1 copy of this card can be played in your Battle Area.
**[Permanent]**  Reduce the energy cost of this card in your hand by 1 for each of your blue Battle Cards.
**[Activate Main]** **[Once per turn]**  Draw 2 cards, then at the start of your opponent's next Main Phase, choose up to 2 of your blue energy and switch them to Active Mode.",7((U)(U)(U)),1,10000
DB2-040,BATTLE,"Hit, Deadly Vanguard",Blue,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],15000,Hit,Alien/Universe 6,Universe Survival Saga,"March 27, 2020","**[Counter Play]**  If the Battle Card being played has an energy cost of 5 or less, it is returned to its owner's hand instead of being played, then play this card.
**[Permanent]**  During your opponent's turn, reduce the energy cost of this card in your hand by 2.
**[Permanent]**  This card can't be returned to your hand by your skills.
**[Auto]**  When you play this card, choose up to 1 of your opponent's Battle Cards with an energy cost of 5 or less and return it to its owner's hand.",5((U)(U)),0,5000
DB2-041,BATTLE,"Frost, Chaotic Burst",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],20000,Frost,Frieza Clan/Alien/Universe 6,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, choose up to 2 of your opponent's Battle Cards and return them to their owners' hands.",4((U)),0,5000
DB2-042,BATTLE,"Dr. Rota, Unknown Potential ",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],4000,Dr. Rota,Alien/Universe 6,Universe Survival Saga,"March 27, 2020","**[Blocker]** 
**[Auto]**  When this card is KO'd, choose up to 1 of your blue energy and switch it to Active Mode.",1((U)),0,5000
DB2-043,BATTLE,"Pirina, Namekian Ambush",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Pirina,Namekian/Alien/Universe 6,Universe Survival Saga,"March 27, 2020","**[Blocker]** 
**[Auto]**  When one of your Battle Cards is KO'd, choose up to 1 of your opponent's Battle Cards with an energy cost of 4 or less and return it to its owner's hand.",2((U)),0,5000
DB2-044,BATTLE,"Saonel, Namekian Ensnarement",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],15000,Saonel,Namekian/Alien/Universe 6,Universe Survival Saga,"March 27, 2020",**[Activate Main]** **[Once per turn]**  Choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and return it to its owner's hand.,2((U)),0,5000
DB2-045,BATTLE,"Fuwa, Strategic Supremacy",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],5000,Fuwa,God/Universe 6,Universe Survival Saga,"March 27, 2020",**[Activate Main]** **[Once per turn]**  Choose 2 of your energy in Active Mode and add them to your hand : Choose 2 cards in your hand and place them in your energy in Rest Mode.,1((U)),0,5000
DB2-046,BATTLE,"Obuni, Afterimage Slash",Blue,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],20000,Obuni,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Deflect]** 
**[Permanent]**  If an Afterimage Token is in play in your Battle Area, this card can't be KO'd.
**[Auto]**  When you play this card, play 3 Afterimage Tokens. (Afterimage Tokens have 15000 power, 0 combo cost, and 5000 combo power.)
**[Activate Main]** **[Once per turn]**  Your opponent reveals the top card of their deck; if it's a Battle Card, at the start of your opponent's next Main Phase, choose up to 1 of your blue energy and switch it to Active Mode.",4((U)(U)),0,5000
DB2-047,BATTLE,"Zium, Lucky Air Raid",Blue,DRAFT BOX 05-Divine Multiverse-,Rare[R],19000,Zium,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Activate Main]** **[Once per turn]**  Choose 1 card in your hand and place it in your Drop Area : Your opponent reveals the top card of their deck; if it's a Battle Card, choose up to 1 of your opponent's Battle Cards and place it at the bottom of its owner's deck.
**[Activate Battle]** **[Once per turn]**  If it's your opponent's turn : Your opponent reveals the top card of their deck; if it's a non-Battle Card, choose up to 2 of your mono-blue energy and switch them to Active Mode.",3((U)(U)),0,5000
DB2-048,BATTLE,"Lilibeu, Wings of Fortune",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],15000,Lilibeu,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, your opponent reveals the top card of their deck; if it's a Battle Card, choose up to 1 of your opponent's Battle Cards and return it to its owner's hand. Otherwise, draw 1 card.",2((U)),0,5000
DB2-049,BATTLE,"Jirasen, Graceful Wager",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],4000,Jirasen,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Counter Attack]**  Look at up to 3 cards from the top of your opponent's deck, put them back in any order, then play this card.
**[Activate Main]** **[Once per turn]** (U)**[one]**  : Your opponent reveals the top card of their deck; if it's a Battle Card, draw 1 card.",1((U)),0,5000
DB2-050,BATTLE,"Murichim, Brave Bruiser",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],20000,Murichim,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Double Strike]** 
**[Barrier]** 
**[Activate Main]** **[Once per turn]**  Your opponent reveals the top card of their deck; if it's a Battle Card, this card gets +5000 power and **[Dual Attack]**  for the turn.",4((U)),0,5000
DB2-051,BATTLE,"Lilibeu, Exploitative Flight",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],15000,Lilibeu,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Auto]**  When this card attacks or is removed from your Battle Area by a skill, look at up to 3 cards from the top of your opponent's deck and put them back in any order.",2((U)),0,5000
DB2-052,BATTLE,"Jirasen, Fortuitous Flurry",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],20000,Jirasen,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Auto]**  When this card attacks, your opponent reveals the top card of their deck; if it's a Battle Card, draw 1 card and this card gets +5000 power for the turn.",3((U)),0,5000
DB2-053,BATTLE,"Murisarm, Manipulative Blow",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],15000,Murisarm,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Auto]**  If you have a Universe 10 card in play : When you play or combo with this card, look at up to 3 cards from the top of your opponent's deck and put them back in any order.",2((U)),0,5000
DB2-054,BATTLE,"Mechiorp, Bobbing and Weaving",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Mechiorp,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Counter Attack]**  Negate the attack, play this card, then choose up to 1 of your blue energy and switch it to Active Mode.",2((U)),0,5000
DB2-055,BATTLE,Napapa,Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],30000,Napapa,Alien/Universe 10,Universe Survival Saga,"March 27, 2020",-,3((U)(U)),0,5000
DB2-056,BATTLE,Rubalt,Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],10000,Rubalt,Alien/Universe 10,Universe Survival Saga,"March 27, 2020",-,1((U)),0,5000
DB2-057,BATTLE,"Jilcol, High Stakes Guardian",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],4000,Jilcol,Alien/Universe 10,Universe Survival Saga,"March 27, 2020","**[Blocker]** 
**[Activate Main]** **[Once per turn]**  Your opponent reveals the top card of their deck; if it's a Battle Card, this card gains **[Revenge]**  until the end of your opponent's next turn.",1((U)),0,5000
DB2-058,BATTLE,"Gowasu, Manipulative Supremacy",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],5000,Gowasu,God/Universe 10,Universe Survival Saga,"March 27, 2020",**[Activate Main]** **[Once per turn]**  Look at up to 3 cards from the top of your opponent's deck and put them back in any order.,1((U)),0,5000
DB2-059,BATTLE,"Dyspo, Sonic Subversion",Blue,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],15000,Dyspo,Alien/Pride Troopers/Universe 11,Universe Survival Saga,"March 27, 2020","**[Auto]**  Return this card to its owner's hand, then choose 1 card in your life and add it to your hand : When your opponent plays a Battle Card with an energy cost greater than their current energy, choose that card and return it to its owner's hand.
**[Auto]**  When this card is removed from your Battle Area by an opponent's skill or KO'd, draw 1 card.",2((U)),0,5000
DB2-060,BATTLE,"Agu, Virtuous Supremacy",Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Agu,God/Universe 12,Universe Survival Saga,"March 27, 2020","**[Auto]**  When this card attacks, look at up to 3 cards from the top of your deck, choose up to 1 God card among them, add it to your hand, and place the remaining cards at the bottom of your deck in any order.",2((U)),0,5000
DB2-061,BATTLE,"Great Priest, Herald of Deliverance",Blue,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],20000,Great Priest,God,Universe Survival Saga,"March 27, 2020","**[Critical]** 
**[Permanent]**  Only 1 copy of this card can be played in your Battle Area.
**[Activate Main]** (U), if you have 4 or more energy and you choose 2 non-Great Priest God cards in your Battle Area and return them to their owners' hands : Play this card from your hand.",5((U)),0,5000
DB2-065,BATTLE,"Son Goku, Spirited Contender",Green,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],20000,Son Goku,Saiyan/Universe 7,Universe Survival Saga,"March 27, 2020","**[Barrier]** 
**[Permanent]**  If your Leader Card is green and your opponent has 6 or more life, reduce the energy cost of this card in your hand by 1.
**[Auto]**  When you play this card, draw 2 cards.",5((G)),0,5000
DB2-066,BATTLE,"Son Goku, Evening the Odds",Green,DRAFT BOX 05-Divine Multiverse-,Rare[R],15000,Son Goku,Saiyan/Universe 7,Universe Survival Saga,"March 27, 2020","**[Activate Main]** (G), if your Leader Card is green and you have no Battle Cards in play : Place this card from your hand in your Drop Area, then choose up to 1 of your opponent's Battle Cards and KO it.",4((G)),0,5000
DB2-067,BATTLE,"Krillin, Destructo Disc Unleashed",Green,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],15000,Krillin,Earthling/Universe 7,Universe Survival Saga,"March 27, 2020","**[Auto]** **[Burst 3]**  When you play this card, choose any number of your opponent's Battle Cards with energy costs that add up to a total of 4 or less and KO them.",3((G)),0,5000
DB2-068,BATTLE,"Ribrianne, Avatar of Affection",Green,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],30000,Ribrianne,Alien/Maiden Squadron/Universe 2,Universe Survival Saga,"March 27, 2020","**[Triple Strike]** 
**[Permanent]**  If your Leader Card is green and this card is in Rest Mode, your opponent can only attack this card.
**[Auto]**  When you play this card from your hand, choose all of your opponent's Battle Cards, ignoring **[Barrier]** , and KO them.
**[Auto]**  When this card is removed from your Battle Area by an opponent's skill or KO'd, choose up to 1 green Battle Card with an energy cost of 4 or less in your Drop Area, and play it with its skills negated for the turn.",5((G)(G)),1,10000
DB2-069,BATTLE,"Ribrianne, Punishing Passion",Green,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],15000,Ribrianne,Alien/Maiden Squadron/Universe 2,Universe Survival Saga,"March 27, 2020","**[Activate Main]** (G)(G), if your Leader Card is green and you send this card from your Drop Area to your Warp : Your opponent chooses 2 cards from their hand and places them in their Drop Area.",2((G)),0,5000
DB2-070,BATTLE,"Ribrianne, Boundless Heart ",Green,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],20000,Ribrianne,Alien/Maiden Squadron/Universe 2,Universe Survival Saga,"March 27, 2020","**[Auto]**  When you play this card, choose up to 1 of your opponent's Battle Cards, ignoring **[Barrier]** , and KO it.",4((G)),0,5000
