id,type2,fname,bname,cname,sname,rname,fplv,bplv,fcname,bcname,fspt,bspt,fename,bename,rdate,fskl,bskl
BT1-029,LEADER,Beerus,"Beerus, God of Destruction",Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],10000,15000,Beerus,Beerus,God,God,Battle of Gods Saga,Battle of Gods Saga,"From July 28, 2017","**[Auto]**  When this card attacks, if you have 3 or more energy, choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and KO it. 
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Auto]**  When this card attacks, draw 1 card. Then choose up to 1 of your opponent's Battle Cards with an energy cost of 3 or less and KO it.
**[Activate Main]**  **[sixteen]** , Switch this card to Rest Mode : You win this game."
BT1-030,LEADER,Son Goku,Super Saiyan Blue Son Goku,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],10000,15000,Son Goku,Son Goku,Saiyan,Saiyan,Resurrection âFâ Saga,Resurrection âFâ Saga,"From July 28, 2017","**[Auto]**  When this card attacks, it gains +1000 for each 1 energy you have, for the duration of the turn.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Permanent]**  When you have 7 or more energy, this card gains **[Dual Attack]**  (Once per turn, when this card attacks, switch this card to Active Mode after the battle).
**[Auto]**  **[Once per turn]**  When this card attacks, draw 1 card. Then, this card gains +1000 power for each 1 energy you have for the duration of the turn."
BT1-030_PR,LEADER,Son Goku,Super Saiyan Blue Son Goku,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],10000,15000,Son Goku,Son Goku,Saiyan,Saiyan,Resurrection âFâ Saga,Resurrection âFâ Saga,"From July 1, 2017","**[Auto]**  When this card attacks, it gains +1000 for each 1 energy you have, for the duration of the turn.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Permanent]**  When you have 7 or more energy, this card gains **[Dual Attack]**  (Once per turn, when this card attacks, switch this card to Active Mode after the battle).
**[Auto]**  **[Once per turn]**  When this card attacks, draw 1 card. Then, this card gains +1000 power for each 1 energy you have for the duration of the turn."
BT1-056,LEADER,Son Goku,Super Saiyan God Son Goku,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],10000,15000,Son Goku,Son Goku,Saiyan,Saiyan,Battle of Gods Saga,Battle of Gods Saga,"From July 28, 2017","**[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking)
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking)
**[Auto]**  When this card attacks, draw 1 card."
BT1-057,LEADER,Broly,"Broly, The Legendary Super Saiyan",Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Rare[R],10000,15000,Broly,Broly,Saiyan,Saiyan,Broly Saga,Broly Saga,"From July 28, 2017","**[Permanent]**  This card cannot attack Battle Cards.
**[Auto]**  When this card attacks, both players choose 1 card from their hand and place it in the Drop Area.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Permanent]**  This card cannot attack Battle Cards.
**[Auto]**  When this card attacks, draw 1 card. Then, both players choose 1 card from their hand and 1 card from their Battle Area, and place those cards in their Drop Areas."
BT1-058,LEADER,Son Gohan,Full Power Son Gohan,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],10000,15000,Son Gohan: Adolescence,Son Gohan: Adolescence,Saiyan/Earthling,Saiyan/Earthling,Battle of Gods Saga,Battle of Gods Saga,"From July 28, 2017","**[Auto]**  When this card attacks, if you have more life than your opponent, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]** **[Once per turn]**  **[six]**  : Choose all of your opponent's Battle Cards in the Battle Area and KO them."
BT1-083,LEADER,Frieza,Ultimate Form Golden Frieza,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Rare[R],10000,15000,Frieza,Frieza,Frieza Clan/Frieza's Army,Frieza Clan/Frieza's Army,Resurrection âFâ Saga,Resurrection âFâ Saga,"From July 28, 2017","**[Activate Main]**  **[Once per turn]**  Place 1 of your Frieza's Army Battle Cards in the Drop Area : Choose up to 1 of your energy and switch it to Active Mode. Then, draw 1 card. 
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Activate Main]**  **[Once per turn]**   Place 1 of your Frieza's Army Battle Cards in the Drop Area : Choose up to 2 of your energy and switch them to Active Mode. Then, draw 1 card. 
**[Auto]**  When this card attacks, draw 1 card."
BT1-084,LEADER,Frieza,"Frieza, The Galactic Emperor",Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],10000,15000,Frieza,Frieza,Frieza Clan/Frieza's Army,Frieza Clan/Frieza's Army,Frieza Saga,Frieza Saga,"From July 28, 2017","**[Auto]**  At the end of your turn, choose up to 1 of your Battle Cards and switch it to Active Mode.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Auto]**  At the end of your turn, choose up to 2 of your Battle Cards and switch them to Active Mode.
**[Auto]**  When this card attacks, draw 1 card."
BT1-085,LEADER,Ginyu,"Ginyu, The Malicious Transformation",Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],10000,15000,Ginyu,Ginyu,Ginyu Force/Frieza's Army,Ginyu Force/Frieza's Army,Frieza Saga,Frieza Saga,"From July 28, 2017","**[Activate Main]**  **[Once per turn]**   Flip over 1 face-down card in your life : If the flipped card is Ginyu Force but not Ginyu, play that card. If not, add it to your hand. 
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Activate Main]**  **[Once per turn]**  Add 1 card from your life to your hand : This card gains **[Double Strike]**  for the duration of the turn. If there are 2 or more of your Ginyu Force in play, this card gains an additional +5000 power for the duration of the turn.
**[Auto]**  When this card attacks, draw 1 card."
TB3-001,LEADER,Frieza,"Frieza, Metamorphic Threat",Red,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],10000,15000,Frieza,Frieza,Frieza Clan/Frieza's Army,Frieza Clan/Frieza's Army,Frieza Saga,Frieza Saga,"January 18, 2019","**[Activate Main]** **[Once per turn]**  Choose 1 card from your life and add it to your hand : Look at up to 2 cards from the top of your deck, choose up to 1 red Frieza's Army card from among them and add it to your hand, then place the rest at the bottom of your deck in any order.
**[Awaken]**  When your life is at 4 or less : You may draw 1 card, then choose up to 1 of your energy, switch it to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]** **[Once per turn]**  Choose 1 red Frieza's Army card in your Battle Area and KO it, then choose 1 card in your hand and place it in your Drop Area : This card gets +5000 power until the end of your opponent's next turn."
TB3-018,LEADER,Bardock,"Bardock, Hope of the Saiyans",Blue,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],10000,15000,Bardock,Bardock,Saiyan/Bardock's Crew,Saiyan/Bardock's Crew,Bardock Saga,Bardock Saga,"January 18, 2019","**[Auto]** **[Burst 2]**  (You must place the top 2 cards of your deck in your Drop Area to activate this skill.) When this card attacks a Leader Card, draw 1 card, and this card gets +5000 power for the duration of the turn.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]** **[Sparking 5]**  (This skill takes effect when you have 5 or more cards in your Drop Area.) When this card attacks, draw 1 card, and this card gets +5000 power for the duration of the turn.
**[Auto]**  When this card is attacked, if a Bardock's Crew card is in your Drop Area, you may choose 1 card from your life and place it in your Drop Area. If you do, negate the attack."
TB3-034,LEADER,Son Goku,"Son Goku, The Legendary Super Saiyan",Green,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],10000,15000,Son Goku,Son Goku,Saiyan,Saiyan,Frieza Saga,Frieza Saga,"January 18, 2019","**[Auto]** **[Burst 2]**  (You must place the top 2 cards of your deck in your Drop Area to activate this skill.) When this card attacks, you may choose 1 green card in your hand and place it in your Drop Area. If you do, draw 2 cards.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]** **[Sparking 5]**  (This skill takes effect when you have 5 or more cards in your Drop Area.) When this card attacks, draw 1 card, and if a Krillin card is in your Drop Area, this card gets +5000 power and **[Double Strike]**  for the duration of the turn."
TB3-049,LEADER,Dende,"Piccolo, Brimming with Confidence",Yellow,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],10000,15000,Dende,Piccolo/Nail,Namekian/Shenron,Namekian/Shenron,Frieza Saga,Frieza Saga,"January 18, 2019","**[Permanent]**  This card can't attack.
**[Activate Main]** **[Burst 2]**  (You must place the top 2 cards of your deck in your Drop Area to activate this skill.) Switch this card to Rest Mode : Choose up to 2 **[Dragon Ball]**  cards from your deck or life and add them to your hand. Then shuffle any areas you looked through.
**[Wish]**  When there are 7 **[Dragon Ball]**  cards in your Drop Area : Choose up to 1 Namekian card in your Drop Area, add it to your hand, and flip this card over.","**[Activate Main]** **[Once per turn]**  Choose one-
Draw 1 card.
Choose 1 yellow Desire card in your hand with an energy cost less than or equal to your current energy and activate its **[Activate Main]**  skill.
Remove 7 **[Dragon Ball]**  cards in your Drop Area from the game. If you do, choose all of your yellow Namekian Leader Cards and yellow Namekian Battle Cards and they get +10000 power for the duration of the turn, then flip this card over at the end of the turn."
TB3-064,LEADER,Dragon Ball,"Porunga, Saviour of Namekians",Black,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],10000,15000,Dragon Ball,Porunga,Shenron,Shenron,Frieza Saga,Frieza Saga,"January 18, 2019","**[Permanent]**  This card can't attack.
**[Activate Main]**  Switch this card to Rest Mode : Choose up to 2 **[Dragon Ball]**  cards from your deck or life and add them to your hand. Then shuffle any areas you looked through.
**[Wish]**  When there are 7 **[Dragon Ball]**  cards in your Drop Area : Choose up to 1 Desire card in your Drop Area, add it to your hand, and flip this card over.","**[Permanent]**  This card can't attack.
**[Activate Main]** **[Once per turn]**  Choose one-
Draw 1 card.
Choose 1 Desire card in your hand with an energy cost less than or equal to your current energy and activate its **[Activate Main]**  skill.
Remove 7 **[Dragon Ball]**  cards in your Drop Area from the game. If you do, choose 1 Battle Card with an energy cost less than or equal to your current energy from your Drop Area and play it, then flip this card over at the end of the turn."
TB2-001,LEADER,Hercule,Bundle of Confidence Hercule,Red,Themed Boosterï½World Martial Arts Tournamentï½,Uncommon[UC],5000,10000,Hercule,Hercule,Earthling/World Tournament,Earthling/World Tournament,The Evil Wizard Babidi Saga,The Evil Wizard Babidi Saga,21-Sep-18,"**[Activate Battle]**  During this card's battle, if there are cards in your Combo Area, draw 1 card and negate this skill for the duration of the battle. 
**[Awaken]**  When your life is at 4 or less : You may draw 3 cards and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Battle]**  During this card's battle, if there are cards in your Combo Area, draw 1 card and negate this skill for the duration of the battle. "
TB2-019,LEADER,Uub,"Uub, Unknowing Power",Blue,Themed Boosterï½World Martial Arts Tournamentï½,Uncommon[UC],10000,15000,Uub,Uub,Earthling/World Tournament,Earthling/World Tournament,Majin Buu Saga,Majin Buu Saga,21-Sep-18,"**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]**  Choose 1 card from your life and add it to your hand : Choose up to 1 of your opponent's Battle Cards and return it to its owner's hand, and this card gains +5000 power for the duration of the turn."
TB2-034,LEADER,Son Goku,Stopping Power Son Goku,Green,Themed Boosterï½World Martial Arts Tournamentï½,Uncommon[UC],10000,15000,Son Goku,Son Goku,Saiyan/World Tournament,Saiyan/World Tournament,World Martial Arts Tournament Saga,World Martial Arts Tournament Saga,21-Sep-18,"**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]** **[Once per turn]**  When this card attacks, draw 1 card, and this card gains +5000 power for the duration of the turn.
**[Auto]** **[Once per turn]**  When this card KO-s one of your opponent's Battle Card, switch this card to Active Mode."
TB2-050,LEADER,Jackie Chun,"Jackie Chun, the Mysterious Fighter",Yellow,Themed Boosterï½World Martial Arts Tournamentï½,Uncommon[UC],10000,15000,Jackie Chun,Jackie Chun,Earthling/World Tournament,Earthling/World Tournament,World Martial Arts Tournament Saga,World Martial Arts Tournament Saga,21-Sep-18,"**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card, and this card gains +5000 power for the duration of the turn.
**[Permanent]**  During battles where this card is attacking a Battle Card in Rest Mode, your opponent can't combo."
TB2-065,LEADER,Announcer,"Announcer, Referee Veteran",Black,Themed Boosterï½World Martial Arts Tournamentï½,Uncommon[UC],10000,15000,Announcer,Announcer,Earthling/World Tournament,Earthling/World Tournament,World Martial Arts Tournament Saga,World Martial Arts Tournament Saga,21-Sep-18,"**[Permanent]**  Treat World Tournament in all areas as if they had no specified cost.
**[Permanent]**  You cannot include non-World TournamentBattle Cards in your deck.
**[Auto]** **[Once per turn]**  When you play a World Tournament Battle Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Permanent]**  Treat World Tournament in all areas as if they had no specified cost.
**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]**  Choose up to 2 of your Battle Cards with World Tournament, they each gain +5000 power for the duration of the turn, then negate this skill for the duration of the game."
TB1-001,LEADER,Vegeta,Saiyan Bond Vegeta,Red,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],10000,15000,Vegeta,Vegeta,Saiyan/Universe 7,Saiyan/Universe 7,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Warrior of Universe 7]**  (Treat Universe 7 in all areas as if they had no specified cost)
**[Auto]**  **[Once per turn]**  When you attack with a Saiyan Battle Card, if that card is Universe 7 or Universe 6, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Warrior of Universe 7]** 
**[Auto]**  **[Once per turn]**  When you attack with a Saiyan Battle Card, if that card is Universe 7 or Universe 6, draw 1 card and choose the attacking card. The chosen card and this card gain +5000 power for the duration of the turn. "
TB1-002,LEADER,Kale,Lady of Destruction Kale,Red,Themed Boosterï½The Tournament Of Powerï½,Common[C],10000,15000,Kale,Kale,Saiyan/Alien/Universe 6,Saiyan/Alien/Universe 6,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Permanent]**  If Caulifla is in play in your Battle Area, you don't have to place cards from your hand in the Drop Area as a result of this card's skill.
**[Auto]**  When this card attacks, draw 1 card. Then, place 1 card from your hand in the Drop Area and your opponent places 1 card from their hand in their Drop Area."
TB1-025,LEADER,Son Gohan,"Son Gohan, Leader of Universe 7",Blue,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],10000,15000,Son Gohan: Adolescence,Son Gohan : Adolescence,Saiyan/Earthling/Universe 7,Saiyan/Earthling/Universe 7,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Warrior of Universe 7]**  (Treat Universe 7 in all areas as if they had no specified cost)
**[Auto]**  **[Once per turn]**  When you combo with a Universe 7 from your Battle Area during your turn, draw 2 cards.
**[Awaken]**  When your life is at 4 or less : Choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Warrior of Universe 7]** 
**[Permanent]**  Universe 7 in your Battle Area can combo when in Rest Mode.
**[Auto]**  **[Once per turn]**  When you combo with a Universe 7 from your Battle Area during your turn, draw 2 cards."
TB1-026,LEADER,Bergamo,"Bergamo, Eldest Brother",Blue,Themed Boosterï½The Tournament Of Powerï½,Common[C],10000,15000,Bergamo,Bergamo,Alien/Trio De Dangers/Universe 9,Alien/Trio De Dangers/Universe 9,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Permanent]**  When Lavender and Basil are in play in your Battle Area, your opponent's Leader Card cannot attack this card.
**[Auto]**  When this card attacks, draw 1 card."
TB1-050,LEADER,Son Goku,Sharpened Power Son Goku,Green,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],10000,15000,Son Goku,Son Goku,Saiyan/Universe 7,Saiyan/Universe 7,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Warrior of Universe 7]**  (Treat Universe 7 in all areas as if they had no specified cost)
**[Permanent]**  You cannot include non-Universe 7 cards in your deck. 
**[Auto]**  When this card attacks a Leader Card, draw 1 card, and this card gains +5000 power for the duration of the turn.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Warrior of Universe 7]** 
**[Auto]**  When this card attacks, draw 1 card, and this card gains +5000 power for the duration of the turn.
**[Auto]**  When this card is attacked, you may place 2 Universe 7 from your hand into your Drop Area. If you do so, negate that attack and this skill for the duration of the turn."
TB1-051,LEADER,Brianne De Chateau,"Ribrianne, Maiden of Anger ",Green,Themed Boosterï½The Tournament Of Powerï½,Common[C],10000,15000,Brianne De Chateau,Ribrianne,Alien/Maiden Squadron/Universe 2,Alien/Maiden Squadron/Universe 2,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Auto]**  When this card attacks a Leader Card, look at up to 2 cards from the top of your deck. Choose up to 1 Maiden Squadron among them and add it to your hand. Then, place the remaining cards at the bottom of your deck in any order.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Activate Main]**  **[Once per turn]**  If Kakunsa and Rozie are in play in your Battle Area, choose 1 of your opponent's Battle Cards and KO it.
**[Auto]**  When this card attacks, draw 1 card."
TB1-073,LEADER,Frieza,"Golden Frieza, The Final Assailant",Yellow,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],10000,15000,Frieza,Frieza,Frieza Clan/Universe 7,Frieza Clan/Universe 7,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Warrior of Universe 7]**  (Treat Universe 7 in all areas as if they had no specified cost)
**[Activate Main]**  **[Once per turn]**  Place 1 Universe 7 from your hand in the Drop Area : Draw 2 cards.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Warrior of Universe 7]** 
**[Activate Main]**  **[Once per turn]**  Place 1 Universe 7 from your hand in the Drop Area : Draw 2 cards. Then, choose up to 1 of your opponent's Battle Cards and switch it to Rest Mode. "
TB1-074,LEADER,Jiren,"Jiren, The Ultimate Warrior",Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],10000,15000,Jiren,Jiren,Alien/Pride Troopers/Universe 11,Alien/Pride Troopers/Universe 11,Universe Survival Saga,Universe Survival Saga,"May 25,2018","**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Auto]**  At the end of your turn, choose up to 2 Universe 11 in your Battle Area and switch them to Active Mode."
SD14-01,LEADER,Vegeta : Xeno & Trunks : Xeno,"Vegeks, the Unsung Fusion Hero",Black,STARTER DECK~Saiyan Wonder~[DBS-SD14],Starter Rare[ST],10000,15000,Vegeta: Xeno/Trunks: Xeno,Vegeks: Xeno,Saiyan/Earthling,Saiyan/Earthling,Dark Empire Saga,Dark Empire Saga,"June 5, 2020","**[Permanent]**  You can only play mono-black Battle Cards.
**[Activate Main]** **[Once per turn]** **[Burst 5]**  Draw 1 card.
**[Awaken]**  When your life is at 4 or less or you have 20 or more cards in your Drop Area : You may draw 1 card, switch up to 1 of your energy to Active Mode, add cards from your life to your hand until you have 6 cards in your life, and flip this card over.","**[Permanent]**  You can only play mono-black Battle Cards.
**[Permanent]** **[Sparking 20]**  (This skill takes effect when you have 20 or more cards in your Drop Area.) If you would lose the game by running out of cards in your deck, shuffle your Drop Area into your deck instead.
**[Activate Main]** **[Once per turn]**  Draw 1 card, place 5 cards from the top of your deck in your Drop Area, then choose up to 1 of your black Unison Cards and it gains **[Double Strike]**  for the turn."
SD13-01,LEADER,Frieza,Last Resort Frieza,Green,STARTER DECK~Clan Collusion~[DBS-SD13],Starter Rare[ST],10000,15000,Frieza,Frieza,Frieza Clan/Frieza's Army,Frieza Clan/Frieza's Army,Frieza Saga,Frieza Saga,"June 5, 2020","**[Permanent]**  You can't include Saiyan cards in your deck.
**[Auto]**  Choose 1 Frieza's Army card in your Battle Area and place it in its owner's Drop Area : When this card attacks a Leader Card, your opponent chooses 1 card in their hand and discards it, then add up to 1 card from your life to your hand.
**[Awaken]**  When your life is at 4 or less : You may draw 1 card, then switch up to 1 of your energy to Active Mode and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]** **[Once per turn]**  Choose 1 Frieza's Army card in your Battle Area and place it in its owner's Drop Area : Choose 1 card in your opponent's hand, discard it, then choose up to 1 of your green Unison Cards and it gains **[Critical]**  for the turn."
SD12-01,LEADER,Vegito,"SSB Vegito, Godhood Transcended",Blue,STARTER DECK~Spirit of Potara~[DBS-SD12],Starter Rare[ST],10000,15000,Vegito,Vegito,Saiyan,Saiyan,Future Trunks Saga,Future Trunks Saga,"June 5, 2020","**[Auto]**  When this card attacks, draw 1 card.
**[Auto]**  If it's your opponent's turn : When one of your blue Unison Cards would be placed in your Drop Area or one of your blue Battle Cards is removed from your Battle Area by an opponent's skill or KO'd, you may flip this card over. If you do, draw 2 cards.
**[Awaken]**  When your life is at 4 or less : You may draw 1 card, then switch up to 1 of your energy to Active Mode and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Battle]** **[]** **[]**  : Choose 1 of your blue Unison Cards and it gets +10000 power and **[Triple Strike]**  for the battle.
**[Auto]** **[Once per turn]**  If it's your opponent's turn : When one of your blue Unison Cards would be placed in your Drop Area or one of your blue Battle Cards is removed from your Battle Area by an opponent's skill or KO'd, switch up to 1 of your mono-blue energy to Active Mode and draw 1 card."
SD11-01,LEADER,Son Goku,"Ultra Instinct Son Goku, Hero of Universe 7",Red,STARTER DECK~INSTINCT SURPASSED~[DBS-SD11],Starter Rare[ST],10000,15000,Son Goku,Son Goku,Saiyan/Universe 7,Saiyan/Universe 7,Universe Survival Saga,Universe Survival Saga,"February 14, 2020","**[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand.)
**[Warrior of Universe 7]**  (Treat Universe 7 cards in all areas as if they had no specified cost.)
**[Awaken]**  When you have a Universe 7 card in play with 25000 power or more, or your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Critical]** 
**[Warrior of Universe 7]** 
**[Auto]**  When this card attacks, draw 1 card, then choose up to 1 Universe 7 card in your Battle Area and it gets +5000 power for the duration of the turn."
SD10-01,LEADER,Baby Vegeta,"Super Baby 2, Out for Revenge",Yellow,STARTER DECK~PARASITIC OVERLORD~ [DBS-SD10],Starter Rare[ST],10000,15000,Baby/Vegeta: GT,Baby/Vegeta: GT,Machine Mutant/Saiyan,Machine Mutant/Saiyan,Baby Saga,Baby Saga,"November 22, 2019","**[Activate Main]** **[Once per turn]**  Choose 1 card from your life and add it to your hand : Switch this card to Active Mode. 
**[Awaken]**  When your life is at 2 or less : You may draw 2 cards, then choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Dual Attack]**  (Once per turn, when this card attacks, switch this card to Active Mode after the battle.)
**[Auto]** **[Once per turn]**  When this card attacks, draw 1 card."
SD9-01,LEADER,King Vegeta,"King Vegeta, Leader of the Saiyans",Red,STARTER DECK~SAIYAN LEGACY~ [DBS-SD09],Starter Rare[ST],10000,15000,King Vegeta,King Vegeta,Saiyan,Saiyan,Bardock Saga,Bardock Saga,"August 2, 2019","**[Permanent]**  You can't include non-Saiyan Battle Cards in your deck.
**[Activate Main]** **[Once per turn]**  Choose 1 card from your life and add it to your hand : Look at up to 5 cards from the top of your deck, choose up to 1 red or green Saiyan card or {King Vegeta's Dynasty} among them and add it to your hand, then shuffle your deck.
**[Awaken]**  When you have {King Vegeta's Dynasty} in your Battle Area and 3 or more cards in your energy : You may draw 1 card, choose up to 1 of your energy and switch it to Active Mode, and flip this card over.","**[Activate Main]** **[Once per turn]**  Choose one-
You may choose 1 red or green Saiyan card in your Battle Area and place it in its owner's Drop Area. If you do, draw 1 card, and this card gets +5000 power and **[Double Strike]**  for the duration of the turn.
Choose 1 Battle Card in your hand with an energy cost of 2 or less and play it with its skills negated for the duration of the turn, then draw 1 card."
SD8-01,LEADER,Broly,"Broly, Evil Unleashed",Green,STARTER DECKï½RISING BROLYï½ãDBS-SD08ã,Starter Rare[ST],10000,15000,Broly : Br,Broly : Br,Saiyan/Frieza's Army,Saiyan/Frieza's Army,DBS : Broly Saga,DBS : Broly Saga,"March 8, 2019","**[Activate Main]**  Choose up to 1 green Frieza's Army card with an energy cost of 1 from your deck and add it to your hand, then shuffle your deck and negate this skill for the duration of the game.
**[Awaken]**  When your life is at 4 or less : You may draw 1 card, then choose up to 1 of your energy, switch it to Active Mode, and flip this card over.","**[Permanent]**  If there are 2 or more Battle Cards in play in your Battle Area, you can't play Battle Cards.
**[Auto]** **[Sparking 7]**  (This skill takes effect when you have 7 or more cards in your Drop Area.) When this card attacks, draw cards until you have 6 cards in your hand.
**[Activate Main]** **[Once per turn]**  Choose 1 of your Battle Cards and 1 of your opponent's Battle Cards : KO the chosen cards."
SD7-01,LEADER,Dragon Ball,Miraculous Arrival Shenron,Black,STARTER DECKï½SHENRONâs ADVENTï½ãDBS-SD07ã,Starter Rare[ST],10000,15000,Dragon Ball,Shenron,Shenron,Shenron,Special,Special,"November 2, 2018","**[Permanent]**  This card can't attack.
**[Activate Main]**  Switch this card to Rest Mode : Choose up to 2 **[Dragon Ball]**  cards from your deck or life and add them to your hand. Then shuffle any areas you looked through.
**[Wish]**  When there are 7 **[Dragon Ball]**  cards in your Drop Area : Choose up to 1 Desire card in your Drop Area, add it to your hand, and flip this card over.","**[Permanent]**  This card can't attack.
**[Activate Main]** **[Once per turn]**  Choose one 
Draw 1 card. 
Choose 1 Desire card in your hand with an energy cost less than or equal to your current energy and activate its **[Activate Main]**  skill.
Remove 7 **[Dragon Ball]**  cards in your Drop Area from the game. If you do, choose 1 of your Battle Cards and it gets +10000 power and **[Triple Attack]**  for the duration of the turn, then flip this card over at the end of the turn."
SD6-01,LEADER,Gogeta,Knockout Strike Gogeta,Blue,STARTER DECKï½RESURRECTED FUSIONï½ãDBS-SD06ã,Starter Rare[ST],10000,15000,Gogeta,Gogeta,Saiyan,Saiyan,Janemba Saga,Janemba Saga,"November 2, 2018","**[Auto]** **[Burst 2]**  (You must place the top 2 cards of your deck in your Drop Area to activate this skill.) When this card attacks, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]** **[Sparking 5]**  (This skill takes effect when you have 5 or more cards in your Drop Area.) When this card attacks, draw 1 card. If you have 3 or more energy, this card gets +5000 power for the duration of the turn, and if you have 5 or more energy, this card also gains **[Double Strike]**  for the duration of the turn.
**[Activate Main]**  Choose 1 card from your hand and place it in your Drop Area : Your opponent can only activate **[Counter]**  skills once for the duration of the turn."
